channel_id,channel_title,channel_description,Category,subscribers,total_views,total_videos,total_likes,Individual_company_brand
UCH6gDteHtH4hg3o2343iObA,Analytics Vidhya,"For those of you, who are wondering what is �Analytics Vidhya�, �Analytics� can be defined as the science of extracting insights from raw data. 

The spectrum of analytics starts from capturing data and evolves into using insights/trends from this data to make informed decisions. 

�Vidhya� on the other hand is a Sanskrit noun meaning �Knowledge� or �Clarity on a subject�. Knowledge, which has been gained through reading literature or through self-practice / experimentation.

Analytics Vidhya provides a community-based knowledge portal for Analytics and Data Science professionals. The aim of the platform is to become a complete portal serving all knowledge and career needs of Data Science Professionals. 

7805",Data Science,132000,18423829,1907,,Company/brand
UCUzGQrN-lyyc0BWTYoJM_Sg,What's AI by Louis-Fran�ois Bouchard,"Subscribe for AI insights, guides, new techniques, courses, and more...

I am Louis-Fran�ois (or just Louis, loo�ee, French pronunciation), from Montreal, Canada, also known as ""What's AI"", co-founder of Towards AI, and ex-PhD student at Mila.

Focused on making AI accessible. I aim to demystify the AI �black box� for everyone and sensitize people about its potential and risks.

I also publish articles on my blog every week if you enjoy short reads: https://www.louisbouchard.ai/, and have my updates on the newsletter https://louisbouchard.substack.com/.

Check out our courses, trainings and B2B consultation offers: https://www.louisbouchard.ai/b2b/

?Join our discord server with many other AI enthusiasts: https://www.louisbouchard.ai/learn-ai-together/
",Data Science,69800,4173757,587,,Individual
UCZ-qVFZubQ-pVHc9SQ9HjzQ,Codelopment,"Welcome to Codelopment
� Your Practical Coding Partner ??

Codelopment, founded by LAKSHYA, helps you learn coding through real projects. We believe that applying what you learn is essential for success.

Having projects on your resume is crucial for jobs and placements. Codelopment guides you in building projects in different programming languages, making sure you�re job-ready. Whether you�re new to coding or switching to IT or Computer Science, this channel supports you.

?? Need Free Source Code?
Drop a comment on any of our videos with your project name � we�ll get back to you and help you for free!

?? For Custom/Paid Projects:
Call or WhatsApp us at +91-7070750122 for personalized project support.

?? Check out our Udemy Course:
Codelopment Python Full Stack Development

?? For Collaborations & Queries:
codelopmentxllg@gmail.com

?? Disclaimer: Codelopment offers project help strictly for learning and educational use. We do not support plagiarism or misuse of academic work.",Diverse,23500,5867148,1067,,Individual
UCCWi3hpnq_Pe03nGxuS7isg,CampusX,"Hello, I'm Nitish Singh, the founder of CampusX, your online gateway into the world of data science! At CampusX, we believe that quality education is a universal right, not a privilege. We aim to provide TOP TIER data education to everyone with a  passion to learn. On our YouTube channel, we provide high quality free content covering everything related to data. Apart from this, we also provide paid mentorship programs for students where enrolled students get the benefit of personalized guidance through live and recorded video lectures, daily skill-building activities, hands-on projects, assignments, and interactions with industry experts. 

Leveraging my 10 years of teaching experience in the data industry, primarily in Machine/Deep Learning, I bring real-life industry experiences directly to your learning journey.

Explore our video courses at https://learnwith.campusx.in/ for in-depth technology lessons.

For all business inquiries, please reach out to support@campusx.in
",Data Science,437000,54465708,1283,,Company/brand
UCxKAuN76I7bkAK0sRVOWcuQ,Jerry Strazzeri,"Especialista em Ci�ncias de Dados em Marketing Digital, Marketing Science e E- commerce.

J� trabalhei como cientista de Dados no Google, Meta (Facebook e Instagram), Tiktok,  Disney, Woolworths (Supermercado), Commonwealth Bank e Fairfax Media. 

Morei muitos anos na Austr�lia e hoje em dia moro na Fl�rida nos EUA. 

Tamb�m tenho um curso de Ci�ncia de Dados e Marketing Science. 

",Diverse,102000,3770797,219,,Individual
UCTVTlRE_gyvZvEFJOxRZlrA,DataScientest,"?? DataScientest.com est un organisme de formation aux m�tiers de la Data Science proposant un format hybride alliant la stimulation de s�ances de coaching � la flexibilit� de cours en ligne que l'apprenant d�couvre � son rythme au travers d'une plateforme d'apprentissage ludique !

?? Notre objectif : favoriser l'apprentissage de la tech � tous, et partout.

?? Depuis 2017 notre expertise p�dagogique en Data science et nos valeurs ont s�duit plus de 8000 alumni, ainsi que 70 grands groupes (dont 30 du CAC40).

?? Envie de passer ma�tre en Data Science ?
#DataAnalyst ? #DataScientist ? #DataEngineer ? #DataManagement ?
D�couvrez toutes nos formations : https://datascientest.com/formations-data

?? Trouvez le cursus fait pour vous
En bootcamp (11 semaines intensives) ou en formation continue (entre 6 et 9 mois), choisissez le format qui vous convient !
 
??Vous souhaitez d�couvrir d'autres astuces Data & IA ?
?? Rendez-vous sur notre Blog : https://datascientest.com/blog-data-ia-actualites 
",Data Science,32800,2585928,665,,Company/brand
UCa9gErQ9AE5jT2DZLjXBIdA,Shaw Talebi,"AI Educator & Builder | PhD, Physics
--

I got my PhD from UT Dallas, where I applied data science techniques to human health and performance research.

During grad school, I began freelancing with my data science and research skills on Upwork and beyond.

After graduating, I worked as a data scientist for 1 year at Toyota Financial Services.

In July 2023, I left my DS role to pursue entrepreneurship full-time.

And now I am here.",Data Science,82100,3938074,160,,Individual
UCn1USB9-5UqKJTSHd1JGcVw,BEPEC,"30,000+ Enrolled Learners | 15,000+ Successful Career Transitions
Join thousands who have transitioned into Data Analytics, Data Science, AI, Data Engineering, and Generative AI � whether you�re a working professional, returning after a career gap, a faculty member, or a fresher.

Struggling to secure a job in India, the USA, UK, Canada, or the UAE?
We help students, professionals, and even homemakers land roles in Data Analytics, Data Science, Machine Learning, Data Engineering, Generative AI, and AI across these countries.

Our implementation-based learning with internship courses helps you build a strong portfolio to bridge the gap between industry expectations and your skills.

? Get a customised career transition plan!
?? WhatsApp/Call us: +91 96444 66222
?? Or schedule a 1-on-1 call with Kanth: https://bepec.in/registration-form/
",Data Science,130000,20501017,843,,Individual
UCY6N8zZhs2V7gNTUxPuKWoQ,Ishan Sharma,"I'm a YouTube creator with 1.7M+ subs making videos on upskilling, business and AI. The goal is to help people make a living doing what they love.

I also run MarkitUp, a marketing agency based in Bengaluru helping brands grow on social with organic and shareable content. MarkitUp has worked with 40+ brands, from individuals and startups to publicly listed enterprises in India and companies in US & UK.

I co-authored Unlocking Unicorn Secrets with a mission to uncover stories of 20 Unicorn founders in India, from childhood to building a billion dollar company. These include Ritesh Agarwal of OYO, Nikhil Kamath & Nithin Kamath of Zerodha, Ghazal & Varun Alagh of Mamaearth among others. The book was published by Penguin on 15th August 2023 and went on to become an Amazon Bestseller, selling over 10,000 copies.

I've also delivered 40+ speeches at colleges across the India including IITs, NITs and many more. I've also done corporate sessions on AI with brands like HP, Lenovo, etc.
",Data Science,2030000,414070508,1779,,Individual
UCCktnahuRFYIBtNnKT5IYyg,Intellipaat,"Intellipaat is a global online professional training platform with 10.2M+ learners. We offer certification and degree programs in collaboration with IITs, NITs, and top global universities. Courses span Data Science, AI, Cloud, DevOps, Cybersecurity, Business Analytics, Digital Marketing, and more. Programs feature live training, hands-on projects, expert faculty, and 24�7 support. Learners benefit from lifetime access, resume building, mock interviews, and placement help. Our job portal with 3,100+ hiring partners helps fast-track careers. Intellipaat has won multiple awards for excellence in online education.

For more information, visit us at:- https://intellipaat.com

Contact us at:- sales@intellipaat.com | +91-7022374614 , US: 1-800-216-8930",Diverse,12500000,268528397,5352,,Company/brand
UCkR95L-wEZ6ClrPzqDPsiwA,Charlotte Chaze | Break Into Tech,"We've helped thousands of people break into tech with no experience. Teachers, retail workers, SAHMs, bartenders, customer service reps, etc.

I broke into tech by learning data analytics online. Then I built a company to help others do the same... and it's working. 

TikTok: @charlottechaze (470k+) 
",Diverse,22000,4315277,416,,Individual
UCSuSMflMkn4yH9QA5vzsDyA,Anshul Sethi,"I landed a full-time job in Australia as an International student BEFORE I EVEN graduated!

Yes, you read that right!

My name is Anshul Sethi, and I moved to Australia from Delhi in 2022 as an international student for my bachelor's degree. Like you, I started with no connections, family, or financial support while facing the pressure of paying my own university fees in Australia. Through determination and consistency, I balanced studies, part-time work, connection-building, partying, and playing professional cricket - yes, I am a professional cricketer!

Now, at 23, working for a South Australian Government organisation, I want to share my experience and the strategies that helped me secure multiple jobs without applying or interviewing. 

If you're considering studying and working abroad, and want a step-by-step guide to landing casual, part-time, or full-time jobs - you're in the right place

Got questions? Book a one-on-one call

Business enquiries - sethi.anshul39@gmail.com
",Diverse,4820,757972,280,,Individual
UCxXL5491Db9U8Rhfs-2LVFg,Asimov Academy,"?? Domine Python, Intelig�ncia Artificial, automa��es com n8n e muito mais!
",Diverse,143000,9189613,227,,Individual
UCZEHy3wlCHg9sk2FO79n-aw,Living In Telkom,,Diverse,6170,9290539,202,,Company/brand
UCAq9f7jFEA7Mtl3qOZy2h1A,Data with Zach,"Learn data engineering from the best!

I worked for two years at Facebook as a data engineer in 2016-2018. 
I worked for two years at Netflix as a senior data engineer and senior software engineer in 2018-2020.
I worked for two years at Airbnb as a staff data engineer! 

Follow me on all social media: @EcZachly 

I have a dog named Lulu who I love very much! 350k followers on LinkedIn;  Skilled at data engineering, analytics engineering, and software engineering; advocate for mental health",Data Science,253000,5985620,170,,Individual
UCM6BWkgiGrCHG967i_PyMiw,Dicoding Indonesia,Indonesia�s top technology education provider??,Diverse,90900,10392656,1367,,Company/brand
UCKUzdt2sELyxd6mz-bAx3bA,Rai,Il meglio della programmazione RAI,Diverse,6420000,6631895112,97535,,Individual
UCeVMnSShP_Iviwkknt83cww,CodeWithHarry,"Code With Harry is my attempt to teach basics and those coding techniques to people in short time which took me ages to learn.
At Code With Harry, I provide a quick and to the point demo along with resources of anything and everything I teach. Source code and other resources are hosted on my website CodeWithHarry.com. I provide source code(if any) in the description of every video.
Quality programming videos in Hindi :)
Business enquiries: harry@codewithharry.com
",Diverse,9190000,1041249962,2472,,Individual
UCuyfszBAd3gUt9vAbC1dfqA,Avery Smith | Data Analyst,"Hi guys! I'm Avery. And I'm obsessed with data. I'm stoked to be teaching you about python, data science, data visualization, and data analytics. Yay!

Please subscribe to stay up to date with everything I'm working on! 

And don't be a stranger, if you have a question ask! You can comment, or find me on most social media platforms.",Data Science,58100,2479047,415,,Individual
UC2cIYtzg3PfVZdnjepLoSLQ,CYC Official ,"Choose Your Career is your go-to destination for expert advice on career planning, education pathways, and professional growth. Hosted by Vanya Raj, the channel offers insightful videos that help students and professionals make informed decisions about their careers. Whether you�re looking for guidance on selecting the right course, understanding various career options, or tips on excelling in your professional life, Choose Your Career provides clear and actionable advice to set you on the path to success.

Join our community of learners and take the next step towards achieving your career goals!

For collaborations & paid promotions Email me at : Chooseyourscareer@gmail.com
",Diverse,118000,22129626,4081,,Company/brand
UChz4r4VXwPxTqx083Am0IeQ,Khoury College of Computer Sciences,"Khoury College of Computer Sciences is one of Northeastern University�s nine colleges, with the main campus located in Boston, Massachusetts. Khoury College is part of a global network of campuses with locations along the east and west coast, as well as internationally in Vancouver and London. Interdisciplinary programs and innovative research at Khoury College are inspired by the needs of our technology-driven world. We believe that CS is for everyone and the Khoury College education is propelled by expert faculty, a rigorous curriculum, transformative work experiences, and a collaborative community.?",Diverse,2700,1406267,246,,Company/brand
UCCix0G-RLoRTenSFEGrQILQ,Algoritma Enterprise AI Education,"Established in 2017, Algoritma is a leading provider of Data Science and AI education based in Jakarta. We offer hands-on training programs for both individuals and corporate teams, equipping professionals with the technical skills needed to thrive in the era of Industry 4.0.

Our mission is to build a strong technical workforce across Indonesia and Southeast Asia by delivering practical, career-focused learning in data analytics, machine learning, and AI development.

This channel features highlights from our programs, success stories, and accessible insights into the world of Data Science and AI.
",Data Science,21400,1124847,789,,Company/brand
UCf8Pck0ge4_qV3Pc4xV31Xg,Shahi Vlogs,"Welcome to Shahi Vlogs ?? � your guide to the best Institutes, Courses, Career Opportunities, and Job-Oriented Training Programs in India.
On this channel, you�ll find:
?? Institute Tours � Real classroom & lab visits
?? Course Details � Syllabus, Duration & Fees explained
?? Student Reviews & Placements � 100% placement assurance courses covered
?? Career Guidance � Best options after Civil Engineering, IT, Interior Design, Data Analytics & more
Our mission is to help students and professionals choose the right institute & course for a successful career ??
?? For Collaborations & Business Enquiries: shahivlog@gmail.com
",Diverse,101000,12690755,569,,Individual
UCf1DIJD9jzFTHpn7uvZTn3A,Shiva Gautam,"Welcome to Shiva Concept Solution!
Hi, I�m Shiva Gautam, and I created this channel to help learners master programming concepts, from the basics to advanced topics. Here, you�ll find a wealth of content covering languages like  C#, .NET, Python, and foundational knowledge like Data Structures. I also specialize in Interview Preparation, MERN Stack, and modern technology trends.

This channel hosts numerous videos aimed at:
- Building awareness about modern technologies
- Tackling interview questions with clear explanations
- Equipping you with skills to excel in the tech industry

If you have any questions, feel free to reach out at  shiva.gtm@gmail.com

For learning opportunities:
Offline Classes: Visit https://shivaconceptsolution.com
Live Classes & Recorded Videos https://codemug.in
Job Opportunities:  https://technokri.com
Let�s learn, grow, and succeed together!
#shivaconceptsolution #shivasir #codemug
",Diverse,32200,4663840,1080,,Individual
UCPvDKIsrjA_h3g5yZJwCIHA,Tech Classes,"This is your one-stop destination to master the skills, tools, and strategies needed to become a successful in Data Field! 

Hello, I�m Ayushi Mishra, a passionate educator with 4+ years of experience in Data Science, started my career as a Data Analyst. I created this channel to guide aspiring data professionals like you to land your dream job faster and build a successful career in Data Field.

What You�ll Find on This Channel:
? Job Preparation
? Portfolio-Ready Projects 
? Interview Guidance 
? Skill Tutorials 
? Career Advice 

Whether you're learning Data Analysis, Data Science, or just want to know the strategies to build a successful career, our videos will help you get hired faster, enhance your skills, and stay ahead of the curve.

?? For Brand Collaborations or Business Enquiries:
We welcome partnerships with brands related to data science, analytics tools, career development, and education. Please email us at techclasses0810@gmail.com opportunities.
",Data Science,89100,7274540,313,,Company/brand
UCAWsBMQY4KSuOuGODki-l7A,Emma Ding,"Hey, I'm Emma, a former data scientist now helping you reach your data science career goals.

? You Deserve Your Dream Job
When you know how to LAND interviews, PREPARE for interviews efficiently, and EXCEL in your interviews, you will have the confidence to rapidly advance your career and land the job of your dreams. All of our content is designed to help you with those three elements, using practical strategies and resources.

? Is this you?
Many data science professionals feel overwhelmed by the numerous skills required to land a data scientist job, often spending significant time searching for interview questions without a clear action plan or system to follow that leads to their dream job offer.

? We offer:
??�Instant Interview System to Secure Interview Opportunities
?? Data-driven Interview Preparation
??�3E System to Excel Data Science Interviews
??�Offer Negotiations

Welcome to the channel once known as Data Interview Pro. Let's land that dream job together!
",Data Science,65300,3250624,154,,Individual
UCHz35rvIKf2CMqj7oiMv9WQ,DecisionForest,"DecisionForest is a Databricks Partner focused on helping organisations achieve faster time-to-insight and annual cost savings through strategic Databricks implementations.

I'm Dan Williams, a Databricks MVP & Partner Solutions Architect Champion and in these videos I dive into the world of data engineering, AI and tech innovation.
",Data Science,31500,3395794,256,,Company/brand
UC55-mxUj5Nj3niXFReG44OQ,Platzi,"?? Aprende desarrollo web, ingl�s, Excel, ciberseguridad, AI y Marketing en la escuela de tecnolog�a m�s grande de habla hispana.
",Diverse,1900000,320024636,2830,,Individual
UCYbd9AIkp7outXrlT4h-CFw,Cit� des M�tiers des C�tes d'Armor,"La Cit� des M�tiers des C�tes d'Armor est un lieu d'information et de conseil sur les m�tiers, les formations, la recherche d'emploi, la cr�ation d'entreprise et le changement de vie professionnelle.

Les conseils sont gratuits, anonymes et ouverts � tous.

En parall�le, des rencontres avec des professionnels de tous les secteurs d'activit� sont organis�es afin d'�changer et de s'informer.",Diverse,8340,1468231,459,,Individual
UC9Tl0-lzeDPH4y7LcRwRSQA,Egor Howell,"?? FREE Resume Template

Contact: egor@egorhowell.com
",Diverse,55100,2182372,89,,Individual
UCkcqmxjMXaBb0kDWqqSEU1g,Sahil & Sarra,"On this channel, Sahil and Sarra share their experiences in the tech industry. Subscribe and hit the notification button to stay up-to-date on new content :)

Au revoir!

DISCLAIMER: All opinions shared on this channel are our own and don't express views or opinions of our employers. We only use our experiences and public knowledge to make our content. NO CONFIDENTIAL INFORMATION of our employers is used or shared on this channel. This is not a Professional Coaching channel, it only highlights the public resources that have worked for our careers.
",Diverse,870000,91614356,232,,Individual
UCBwmMxybNva6P_5VmxjzwqA,Apna College,"I'm Shradha, Ex-Microsoft Software Engineer, DRDO. My journey started from a small village of Haryana, in college I learned coding and got 2 internships at Microsoft, work for DRDO, invited for Google SPS and a Full Time Offer from Microsoft. I believe that skills are more important today and want to help students to learn & crack their dream companies ??
So, I left my Microsoft Job and started to teach students. I love my students and I love sharing my learnings.
To Chalo Phodte hain!


Feel free to contact Shradha Didi for Seminars, Hackathons & Collaborations at the given email id below.


",Diverse,7290000,1188786599,981,,Individual
UCwo0hMpDDHhb9RBbMOL3qEQ,Skooldio,"Skooldio ????????? Education Technology (EdTech) ????????????????????????????? ??????????????????????????????????????????? ??????? Learn Corporation ???????????????????????????????????????????? ???????????????????????????????????????????????????? ?????? Data, Design, UX/UI, Programming, Technology, Digital Business ??? Soft Skills ???????

????????????????????????????????????????????? ???????????????? ????????? ???????????? ?????????????????????????????????????????????????????????????????????????

????????? Skooldio ?????????? Craftsmanship ????????????????????????????????????????????????????????????????????????? ????????????????????????????? ?????????????????????????????????? ?????????????????????? EdTech ?????????????????????? User Experience ??????????????????????????????????

????????????????????????????????????? www.skooldio.com",Diverse,71100,3466354,555,,Individual
UCNU_lfiiWBdtULKOw6X0Dig,Krish Naik,"I am the Founder of KrishAI Technologies Private Limited and my experience is pioneering in machine learning, deep learning, and computer vision,an educator, and a mentor, with over 10 years' experience in the industry. This is my YouTube channel where I explain various topics on machine learning, deep learning, and AI with many real-world problem scenarios. I have delivered over 30 tech talks on data science, machine learning, and AI at various meet-ups, technical institutions, and community-arranged forums. My main aim is to make everyone familiar of ML and AI.Please subscribe and support the channel. As i love new technology, all these videos are free and I promise to make more interesting content as we go ahead.
For any collaboration drop me a mail at krishnaik06@gmail.com

Please free to drop a mail for Product unboxing, GPU's unboxing and any other collaboration",Data Science,1320000,127602389,2072,,Individual
UCJQJAI7IjbLcpsjWdSzYz0Q,Thu Vu,"Hi there! Thanks for checking out my channel. Me in 3 words: Economist turned data nerd. I'm a Data science consultant by profession in the past 5 years, based in the Netherlands. My background is in Economics and Computer Science. I love learning and explaining stuff about data science. If that sounds interesting, consider subscribing! :)

Disclaimers: 
All opinions are of my own and not of my employers.
",Data Science,326000,11853349,103,,Individual
UCJa8Lz7Ps1UmqRXKR6NOFtw,Tim Joo,"Life in my 20s living in Seattle! come join the fun ????

lifestyle +  data + tech

Business Inquiries ? timothy@timjoo.com
Instagram ? @Tim__Joo
Tik Tok ? @Tim__Joo
",Data Science,5620,478778,308,,Individual
UCxZC-5v-UccF6FXGI7VXgoQ,The iScale,"The iScale, formerly known as 'Industries Helping Hands,' was established with a mission to democratize upskilling. Recognizing the challenges faced by millions of learners, our founders prioritized affordability to address widespread skill and financial gaps, ensuring accessible pathways to personal and professional development.

The iScale acts as a catalyst, empowering college students, freshers, and working professionals to acquire industry-specific skills. Built on the pillars of innovation and community collaboration, we aspire to revolutionize the skilling of learners. The iScale is not just a platform; it is a transformative journey toward a future-ready workforce, unlocking doors to a world of exciting and meaningful career possibilities.
",Data Science,219000,12032746,790,,Company/brand
UC9qcQas8m-Dk_pjKDjgX4Iw,Learnomate Technologies,"Welcome, Dear Learners! ??

If you�re looking to start or grow your career in IT, you�ve come to the right place! At Learnomate, we make IT learning simple, affordable, and accessible for everyone. With over 12 years of experience and expertise, we�re globally renowned for our software training, including Oracle DBA, Data Science, Data Engineering, AWS, Java, DevOps, and much more!

If you�re looking for a roadmap to truly grow in a specific tech field, we offer affordable paid training that gives you everything you need � from step-by-step career guidance to mastering in-demand skills!

Even if you�re just watching our free YouTube videos, you�ll get interview tips, podcasts, student success stories, and tech memes, we�ve got everything you need to crack IT interviews and launch your career in tech.

So, hit subscribe and join us on this journey to success � let�s grow together????!

Contact us:
??+91 9325408926, +9192250 93995
?? info@learnomate.org
?? www.learnomate.org
",Diverse,77100,58822250,2536,,Company/brand
UCpbMQO3wyA-vfYiCiIGB8Iw,DataMites,"DataMites is a global training institute offering courses in Data Science, Artificial Intelligence, Machine Learning, Python, and more. Renowned for its practical approach and expert trainers, DataMites empowers learners from diverse backgrounds to build successful tech careers through hands-on training and real-world projects.

Popular Courses at DataMites:
Courses include Certified Data Scientist, AI Engineer, Certified Data Analyst, Certified Data Engineer, Python Developer, Data Science for Managers, AI for Managers, Marketing Data Analytics, HR Data Analytics, Power BI Expert, and Tableau Expert�all designed to meet current industry needs.

Why Choose DataMites?
*Internship with real-time AI projects
*Industry-aligned curriculum
*100% placement assistance
*Online & offline classes in 20+ Indian cities
*Led by AI expert Ashok Veda
*Certifications accredited by IABAC & NASSCOM FutureSkills

More details call: 1800 313 3434 or visit https://datamites.com/",Data Science,35000,15407879,1435,,Company/brand
UCRsjR0vJxD0ufV90B9WX8lA,Kedeisha Bryan - Your Data Career Coach,"Launch your $100k data career: datacareerblueprint.com

I used to deliver pizzas, now I deliver insights | Helping career changers launch $100k data careers without going back to school | datacareerblueprint.com

",Data Science,27700,731448,70,,Individual
UCjvMTgaYGYwvS3HpQJo4edQ,Top Universities,"www.topuniversities.com is the world's leading higher education community offering independent advice to students. 

Home to the annual QS World University Rankings, The QS World University Tour, The QS World Grad School Tour.",Diverse,36800,5015473,751,,Company/brand
UC4FHiPgS1KXkUMx3dxBUtPg,HolaMundo,,Not Available,931000,60127107,445,,Individual
UCelp2mfpa0fors7HePAodoA,Jean Lee,"I�m Jean�an ex-WhatsApp early engineer and Meta manager with over 20 years in tech. I was an early engineer at WhatsApp before its $19B acquisition by Meta, then led engineering teams at Meta, where I experienced firsthand how technology evolves and shapes the world.
Now, I�m on a mission to break down how AI is changing our careers, industries, and the future of work. AI will transform how we work, learn, and live, and many are overwhelmed by what this means�especially those without access or context.
My goal is to simplify these concepts and make them accessible to everyone�whether you�re starting in tech, pivoting careers, or just curious about AI�s impact. I�m here to bring credible, practical insights into the conversation, helping you not just keep up, but take advantage of AI opportunities.
No hype. No jargon. Just real-world insights for navigating AI and what�s next.

? https://www.linkedin.com/in/jeanklee/
? https://www.exaltitude.io

",Data Science,97300,5427463,224,,Individual
UC_QpDH_oeU0jXIjIQh6lKNA,Sreevidhya Santhosh,"Choosing a career or the right course is often a difficult task, be it for an individual or the child's parents standing at the junction of higher education. Understanding these perplexities, for 18 years now, I have helped individuals get informed on different courses, career options and guided them in making informed choices in terms of higher education, career, or profession.

So if you are someone who is feeling lost and are desperately looking for answers, then you have arrived at the right place.

I am Sreevidhya Santhosh - Education Enthusiast | Career Expert 

Through this channel, you will find answers that might be beneficial in making that pivotal career or educational decision. 

Sometimes all that one needs is a little help to stand up tall and high. With this thought that I have understood from my life journey, I knock on your social media every day with hopeful reminders of motivation and strength.

Keep Going, Happy Life!
",Diverse,966000,120075731,2607,,Individual
UC91RZv71f8p0VV2gaFI07pg,Vedantu JEE Made Ejee,"Welcome to Vedantu Math JEE Made EJEE, the best YouTube channel for JEE preparation, CBSE Boards class 11 and class 12 preparation, and other engineering exams in India. Our channel is dedicated to providing students with high-quality, easy-to-understand video lessons, practice problems, and tips and tricks to help them excel in their exams.

Our team of experienced Master Teachers create engaging and informative content that covers a wide range of topics, from JEE preparation class 11 and class 12 to career guidance and motivation. We understand that preparing for competitive exams like IIT JEE, CUET, and NDA can be challenging, which is why we strive to simplify complex concepts and provide students with effective study strategies and JEE preparation tips.

Thank you for subscribing to our channel as your trusted source for JEE preparation and beyond.


?? For Inquiry or Any JEE Related Queries Call?? - 8065820782
",Diverse,2300000,767607348,9652,,Company/brand
